danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,name
0.632,0.721,-7.616,0,0.0345,0.204,0.102,0.808,145.938,"Mar Jayian Romantic (From Vicky Donor) - Vishal Dadlani, Sunidhi Chauhan"
0.792,0.63,-6.741,1,0.0682,0.102,0.0758,0.659,100.022,Matargashti - Mohit Chauhan
0.562,0.519,-8.744,1,0.0326,0.557,0.172,0.415,122.925,"Agar Tum Saath Ho - Alka Yagnik, Arijit Singh"
0.541,0.512,-10.203,1,0.0291,0.74,0.162,0.203,120.036,Safarnama - Lucky Ali
0.158,0.496,-10.965,1,0.034,0.358,0.117,0.107,157.827,"Tu Koi Aur Hai - A.R. Rahman, Alma Ferovic, Arjun Chandy"
0.602,0.622,-5.61,0,0.0293,0.102,0.138,0.218,110.016,Main Hoon Hero Tera (Armaan Malik Version) - Armaan Malik
0.55,0.488,-8.059,1,0.0284,0.718,0.126,0.301,136.025,"Main Rahoon Ya Na Rahoon - Amaal Mallik, Armaan Malik, Rashmi Virag"
0.666,0.919,-5.389,0,0.0661,0.0491,0.531,0.644,102.756,"Ek Do Teen (From Baaghi 2) - Shreya Ghoshal, Parry G, Sandeep Shirodkar, Laxmikant–Pyarelal"
0.29,0.698,-4.033,1,0.0364,0.578,0.0989,0.221,83.996,"Alvida (From Life in a Metro) - Pritam, KK"
0.41,0.664,-5.859,1,0.0372,0.516,0.102,0.325,101.545,"In Dino (From Life In A Metro) - Pritam, Soham"
0.53,0.795,-6.547,1,0.0314,0.17,0.157,0.546,150.009,"O Meri Jaan - Pritam, KK"
0.311,0.638,-5.948,1,0.042,0.333,0.119,0.173,168.198,"Alvida - Reprise - Pritam, James"
0.809,0.509,-4.856,1,0.0391,0.031,0.175,0.921,95.993,"Main Aisa Kyon Hoon - Shankar-Ehsaan-Loy, Shaan"
0.815,0.714,-5.483,0,0.0337,0.743,0.0929,0.814,102.011,"Agar Main Kahoon - Shankar-Ehsaan-Loy, Alka Yagnik, Udit Narayan"
0.441,0.4,-10.206,1,0.034,0.418,0.0853,0.194,159.433,"Kitni Baatein - Shankar-Ehsaan-Loy, Sadhana Sargam, Hariharan"
0.64,0.743,-6.612,1,0.0524,0.0616,0.25,0.727,94.972,"Lakshya - Shankar-Ehsaan-Loy, Shankar Mahadevan"
0.793,0.575,-7.363,1,0.0374,0.616,0.107,0.748,112.011,"Kandhon Se Milte Hain Kandhe - Shankar-Ehsaan-Loy, Shankar Mahadevan, Sonu Nigam, Hariharan, Roop Kumar Rathod, Vijay Prakash, Kunal Ganjawala"
0.378,0.362,-10.673,1,0.0412,0.424,0.271,0.168,159.813,"Kitni Baatein - Reprise - Shankar-Ehsaan-Loy, Hariharan, Sadhana Sargam"
0.386,0.558,-4.525,1,0.045,0.709,0.121,0.514,187.27,"Afreen Afreen - Rahat Fateh Ali Khan, Momina Mustehsan"
0.912,0.782,-5.95,0,0.0785,0.109,0.0632,0.769,132.009,"Daddy Mummy - Devi Sri Prasad, M. M. Manasi"
0.541,0.676,-3.893,0,0.153,0.442,0.159,0.845,90.037,"Daru Badnaam - Param Singh, Kamal Kahlon, Pratik Studio"
0.555,0.488,-8.067,1,0.0366,0.698,0.112,0.297,146.773,"Dil Ke Paas - Arijit Singh, Tulsi Kumar, Neuman Pinto"
0.607,0.658,-7.152,0,0.0305,0.573,0.109,0.383,81.003,"Dil Mein Chhupa Loonga - Meet Bros., Armaan Malik, Tulsi Kumar"
0.451,0.494,-8.897,0,0.0315,0.849,0.0842,0.207,141.004,"Dil Ke Paas (Unplugged) - Armaan Malik, Tulsi Kumar"
0.697,0.796,-3.685,0,0.0742,0.155,0.162,0.312,85.002,Do You Know - Diljit Dosanjh
0.499,0.541,-10.463,1,0.0448,0.744,0.0579,0.381,81.198,"Tu Hai - A.R. Rahman, Sanah Moidutty"
0.311,0.538,-4.551,0,0.0263,0.573,0.113,0.165,137.177,"Tu Har Lamha - Bobby-Imran, Arijit Singh"
0.527,0.521,-6.837,0,0.0272,0.631,0.158,0.266,143.892,"Khamoshiyan - Jeet Gannguli, Arijit Singh"
0.544,0.649,-9.785,0,0.0371,0.451,0.0778,0.415,80.035,"Suno Na - Vishal-Shekhar, Shaan"
0.349,0.596,-9.313,1,0.0364,0.177,0.336,0.329,120.009,"Tu Aashiqui Hai - Vishal-Shekhar, KK"
0.573,0.457,-10.561,0,0.0338,0.216,0.159,0.431,127.815,"Jab Kabhi - Vishal-Shekhar, KK, Mahalaxmi Iyer"
0.636,0.872,-10.873,0,0.0552,0.0978,0.0971,0.55,135.019,"Humein Tumse Pyaar Kitna - R. D. Burman, Vishal-Shekhar, Amit Kumar, KK"
0.729,0.67,-8.607,0,0.0381,0.0673,0.145,0.851,126.966,"Ruk Ruk - Vishal-Shekhar, Amit Kumar, Vishal Dadlani"
0.677,0.686,-10.819,0,0.0639,0.0749,0.0492,0.793,139.879,"Tera Muskurana - Vishal-Shekhar, Shaan"
0.608,0.665,-4.244,1,0.0482,0.606,0.0832,0.704,93.919,"Shaayraana - Pritam, Arijit Singh"
0.612,0.915,-3.519,1,0.187,0.143,0.0869,0.738,129.035,"Tu Hi Toh Hai - Version, 2 - Pritam, Kunal Ganjawala"
0.438,0.376,-6.292,0,0.0329,0.904,0.0924,0.344,173.944,"Ashq Na Ho - Pritam, Arijit Singh"
0.608,0.985,-3.293,0,0.14,0.177,0.715,0.349,139.986,"Blame the Night - Pritam, Arijit Singh, Aditi Singh Sharma, Piyush Kapoor"
0.586,0.936,-2.843,1,0.207,0.218,0.113,0.649,128.987,"Tu Hi Toh Hai - Pritam, Benny Dayal"
0.795,0.641,-5.73,0,0.242,0.148,0.0824,0.736,159.91,"Wakhra Swag (feat. Badshah) - Navv Inder, Badshah"
0.778,0.227,-16.191,1,0.0379,0.983,0.113,0.38,116.033,"Kho Gaye Hum Kahan - Jasleen Royal, Prateek Kuhad"
0.63,0.729,-4.93,1,0.0287,0.123,0.0786,0.44,127.919,"Sau Aasmaan - Armaan Malik, Neeti Mohan"
0.581,0.424,-6.616,1,0.0269,0.723,0.101,0.352,98.936,Dariya - Arko
0.82,0.907,-4.517,1,0.0607,0.655,0.0816,0.834,126.062,"Nachde Ne Saare - Jasleen Royal, Harshdeep Kaur, Siddharth Mahadevan"
0.718,0.58,-5.149,0,0.028,0.602,0.196,0.31,97.979,Teri Khair Mangdi - Bilal Saeed
0.801,0.856,-4.233,1,0.065,0.0984,0.228,0.919,106.026,"Kala Chashma - Amar Arshi, Badshah, Neha Kakkar, Indeep Bakshi"
0.481,0.496,-7.421,1,0.0262,0.588,0.132,0.453,89.839,O Saathi - Atif Aslam
0.527,0.469,-9.562,0,0.0247,0.856,0.121,0.403,90.933,Lo Safar - Jubin Nautiyal
0.596,0.796,-7.266,1,0.0732,0.177,0.621,0.481,90.017,"Get Ready To Fight Again (feat. Anand Bhaskar, Jatinder Singh, Siddharth Basrur, Big Dhillon) - Pranaay"
0.505,0.642,-5.864,1,0.0339,0.643,0.151,0.427,159.775,"Sab Tera - Armaan Malik, Shraddha Kapoor"
0.757,0.67,-6.414,1,0.102,0.345,0.187,0.524,120.009,"Cham Cham - Meet Bros., Monali Thakur"
0.379,0.63,-5.472,1,0.0293,0.765,0.112,0.243,143.87,Agar Tu Hota - Ankit Tiwari
0.647,0.537,-7.486,1,0.0258,0.368,0.213,0.185,131.927,"Girl I Need You - Meet Bros., Roach Killa, Khushboo Grewal, Arijit Singh"
0.595,0.751,-5.542,1,0.0826,0.0562,0.107,0.757,172.057,"Get Ready To Fight - Benny Dayal, Siddharth Basrur, Pranay Rijia"
0.679,0.622,-8.514,0,0.0328,0.272,0.106,0.483,98.028,Pani Da Rang Male (From Vicky Donor) - Ayushmann Khurrana
0.382,0.632,-6.393,1,0.0411,0.391,0.0922,0.716,78.936,"Khuda Jaane - Vishal-Shekhar, KK, Shilpa Rao"
0.68,0.818,-9.144,0,0.0382,0.187,0.289,0.598,125.995,"Aahista Aahista - Vishal-Shekhar, Lucky Ali, Shreya Ghoshal, Anvita Dutt Guptan"
0.702,0.843,-5.868,0,0.0846,0.375,0.282,0.872,98.028,"Jogi Mahi - Vishal-Shekhar, Sukhwinder Singh, Shekhar Ravjiani, Himani Kapoor, Anvita Dutt Guptan"
0.58,0.311,-13.019,1,0.0279,0.615,0.257,0.226,98.989,"Aa Bhi Ja Aa Bhi Ja - Sur (The Melody Of Life) / Soundtrack Version - Lucky Ali, Sunidhi Chauhan"
0.257,0.583,-8.185,1,0.0429,0.603,0.146,0.217,160.127,Beete Lamhein - KK
0.335,0.529,-9.847,1,0.0361,0.0908,0.129,0.291,101.317,Bheegi Bheegi - James
0.571,0.734,-6.059,0,0.0402,0.463,0.128,0.552,118.881,"Tu Hi Meri Shab Hai, Pt. 1 - KK"
0.597,0.898,-8.23,1,0.0316,0.00763,0.322,0.871,125.993,Tu Hi Meri Shab Hai - Remix - KK
0.626,0.778,-11.277,0,0.0468,0.186,0.109,0.813,123.005,Ya Ali - Zubeen Garg
0.581,0.634,-13.542,0,0.035,0.000305,0.309,0.668,129.997,Ya Ali - Remix - Zubeen Garg
0.462,0.457,-15.251,0,0.106,0.186,0.334,0.535,175.94,"Saathiya - A.R. Rahman, Sonu Nigam, Gulzar"
0.814,0.477,-12.855,1,0.0466,0.00722,0.0404,0.964,109.982,"O Humdum Suniyo Re - A.R. Rahman, KK, Shaan, Gulzar"
0.739,0.35,-14.784,0,0.04,0.378,0.0683,0.456,103.988,"Chupke Se - A.R. Rahman, Sadhana Sargam, Murtuza, Gulzar"
0.64,0.295,-16.357,1,0.0397,0.425,0.0804,0.107,121.903,"Yeh Haseen Vadiyan Yeh Khula Aasman - A.R. Rahman, S. P. Balasubrahmanyam, K. S. Chithra"
0.619,0.377,-9.296,1,0.0649,0.0722,0.071,0.316,176.052,"Kabhi Neem Neem (From Yuva) - Madhushree, A.R. Rahman"
0.786,0.579,-14.913,1,0.142,0.186,0.118,0.481,90.012,"Chaiyya Chaiyya - Sukhwinder Singh, Sapna Awasthi"
0.767,0.503,-13.424,1,0.0828,0.12,0.158,0.483,141.996,"Jiya Jale - Lata Mangeshkar, M. G. Sreekumar"
0.844,0.442,-16.54,1,0.0691,0.00882,0.0879,0.436,105.986,"Dil Se Re - A.R. Rahman, Anuradha, Anupama"
0.695,0.504,-14.057,0,0.115,0.0944,0.269,0.345,91.022,"Satarangi Re - Sonu Nigam, Kavita Krishnamurthy"
0.678,0.622,-7.988,0,0.0695,0.138,0.122,0.535,100.005,Masakali - Mohit Chauhan
0.643,0.458,-11.502,0,0.0594,0.327,0.0966,0.73,82.041,Rehna Tu - A.R. Rahman
0.734,0.355,-10.605,0,0.083,0.296,0.124,0.584,193.922,Genda Phool - Rekha Bhardwaj
0.64,0.357,-10.582,1,0.0321,0.433,0.127,0.148,124.518,Yeh Jo Des Hai Tera - A.R. Rahman
0.32,0.337,-10.91,1,0.0611,0.709,0.0662,0.206,79.098,"Ishaqzaade - Amit Trivedi, Javed Ali, Shreya Ghoshal, Kausar Munir"
0.446,0.398,-11.353,0,0.0358,0.421,0.112,0.259,149.839,"Pareshaan - Amit Trivedi, Shalmali Kholgade, Kausar Munir"
0.862,0.673,-6.686,1,0.0688,0.33,0.0961,0.841,105.003,"Suno Aisha - Amit Trivedi, Nakash Aziz, Ash King"
0.82,0.645,-6.873,1,0.0433,0.497,0.118,0.789,111.935,Sawaar Loon - Monali Thakur
0.718,0.295,-11.098,1,0.0567,0.918,0.0954,0.751,150.054,"Monta Re - Swanand Kirkire, Amitabh Bhattacharya"
0.605,0.336,-11.131,1,0.0261,0.806,0.129,0.209,100.058,"Manmarziyan - Shilpa Rao, Amitabh Bhattacharya, Amit Trivedi"
0.493,0.418,-9.693,1,0.0261,0.436,0.104,0.22,89.982,Zinda - Amit Trivedi
0.47,0.293,-10.578,1,0.0309,0.857,0.134,0.394,163.942,"Aahatein (Unplugged) - Karthik, Shilpa Rao"
0.609,0.288,-13.371,1,0.0251,0.311,0.109,0.301,81.999,"Aahatein - Karthik, Shilpa Rao"
0.665,0.801,-5.95,1,0.0972,0.0535,0.3,0.899,159.854,"Aunty Ji - Ash King, Neuman Pinto, Bianca Gomes"
0.77,0.666,-7.232,0,0.0608,0.0406,0.183,0.74,136.004,"Ek Main Aur Ekk Tu - Benny Dayal, Anushka Manchanda"
0.28,0.745,-4.523,1,0.0929,0.326,0.0933,0.186,80.687,Ae Watan (Male) - Arijit Singh
0.611,0.598,-8.178,1,0.0551,0.345,0.183,0.604,177.963,"Dilbaro - Harshdeep Kaur, Shankar Mahadevan, Vibha Saraf"
0.602,0.542,-6.817,1,0.0272,0.0632,0.128,0.461,95.041,Raazi - Arijit Singh
0.465,0.551,-6.58,1,0.0362,0.619,0.109,0.415,89.459,"Bandeya (feat. Arijit Singh) - From Dil Juunglee - Shaarib Toshi, Arijit Singh"
0.806,0.815,-5.373,0,0.0599,0.0081,0.586,0.678,129.999,"Abhi Toh Party Shuru Hui Hai - Badshah, Aastha Gill"
0.495,0.556,-7.49,1,0.041,0.638,0.123,0.366,159.996,"Naina - Sona Mohapatra, Armaan Malik"
0.667,0.641,-11.009,1,0.609,0.572,0.311,0.963,169.968,"Asli Hip Hop - Ranveer Singh, Spitfire, D-Cypher, BeatRAW"
0.844,0.617,-12.748,0,0.116,0.00502,0.0558,0.159,107.999,"Mere Gully Mein - Ranveer Singh, DIVINE, Naezy, Sez on the Beat"
0.726,0.304,-17.513,1,0.0365,0.254,0.0946,0.0665,94.001,"Doori Poem - Ranveer Singh, Rishi Rich"
0.722,0.43,-13.041,0,0.0557,0.0449,0.156,0.33,94.003,"Doori - Ranveer Singh, Rishi Rich"
0.397,0.684,-10.014,1,0.0419,0.0486,0.11,0.87,63.047,"Train Song - Midival Punditz, Karsh Kale, Raghu Dixit"
0.921,0.652,-11.23,0,0.27,0.456,0.222,0.68,110.01,"Jingostan Beatbox - D-Cypher, BeatRAW, Dub Sharma"
0.832,0.657,-7.755,1,0.209,0.0433,0.0752,0.756,104.005,"Sher Aaya Sher - DIVINE, Major C"
0.846,0.693,-8.041,1,0.217,0.784,0.339,0.456,97.94,"Azadi - Dub Sharma, DIVINE"
0.766,0.618,-8.552,0,0.124,0.0187,0.181,0.513,95.054,"Apna Time Aayega - Ranveer Singh, Dub Sharma, DIVINE"
0.743,0.215,-14.52,0,0.0514,0.854,0.0814,0.521,162.09,"Jeene Mein Aye Maza - Ankur Tewari, Mikey McCleary"
0.587,0.963,0.366,0,0.0552,0.0656,0.27,0.491,127.842,"BIBA - Marshmello, Pritam"
0.722,0.933,-3.173,1,0.069,0.203,0.166,0.842,108.002,"Gal Ban Gayi - Meet Bros., Sukhbir, Neha Kakkar, Yo Yo Honey Singh"
0.759,0.938,-5.387,1,0.123,0.143,0.402,0.81,92.017,"Crazy Kiya Re - Pritam, Sunidhi Chauhan, Sameer"
0.831,0.932,-6.251,1,0.221,0.164,0.383,0.571,99.97,"Dhoom Again - Pritam, Vishal Dadlani, Dominique Cerejo, Asif Ali Baig"
0.782,0.953,-5.442,1,0.162,0.161,0.0491,0.477,101.997,"Dil Laga Na - Pritam, Sukhbir, Soham Chakrabarthy, Sameer"
0.738,0.873,-5.659,1,0.107,0.075,0.225,0.484,104.982,"Mauja Hi Mauja - Pritam, Mika Singh"
0.609,0.538,-7.842,1,0.0273,0.328,0.125,0.608,130.015,"Tum Se Hi - Pritam, Mohit Chauhan"
0.757,0.942,-4.13,0,0.0461,0.158,0.507,0.728,120.004,"Nagada Nagada - Pritam, Sonu Nigam, Javed Ali"
0.504,0.787,-5.948,0,0.0605,0.412,0.323,0.49,114.772,"Aao Milo Chalo - Pritam, Shaan, Sultan Khan"
0.645,0.459,-9.484,1,0.0296,0.185,0.132,0.379,119.987,Aaoge Jab Tum - Rashid Khan
0.628,0.987,-5.633,1,0.0407,0.021,0.111,0.776,130.021,"Tum Se Hi (Remix) - Pritam, Mohit Chauhan, Dj Sunil"
0.762,0.718,-5.039,1,0.12,0.105,0.118,0.718,98.019,"Challa - Romy, Vivek Hariharan, Shashwat Sachdev"
0.453,0.346,-9.786,1,0.0424,0.672,0.119,0.275,146.81,"Behe Chala - Yasser Desai, Shashwat Sachdev"
0.774,0.783,-4.247,1,0.0857,0.0173,0.19,0.206,93.959,"Jagga Jiteya - Daler Mehndi, Dee MC, Shashwat Sachdev"
0.424,0.579,-6.18,1,0.0398,0.481,0.0974,0.386,124.827,"Manzar Hai Ye Naya - Shashwat Sachdev, Shantanu Sudame"
0.712,0.655,-7.813,1,0.0487,0.0694,0.103,0.145,99.978,"Jigra - Shashwat Sachdev, Siddharth Basrur"
0.495,0.633,-6.603,1,0.0474,0.765,0.0858,0.477,89.632,"Hans Mat Pagli - Sonu Nigam, Shreya Ghoshal"
0.494,0.324,-10.749,1,0.038,0.914,0.0996,0.433,179.983,"Tere Bin - Sonu Nigam, Shreya Ghoshal"
0.722,0.916,-4.421,0,0.0691,0.374,0.0944,0.855,114.012,Gulabi Retro Mix - Sonu Nigam
0.451,0.674,-11.011,1,0.0967,0.052,0.0531,0.367,116.999,"Gori Tu Latth Maar - Sonu Nigam, Palak Muchhal"
0.682,0.55,-11.072,1,0.0804,0.454,0.0693,0.839,104.975,Deewana Tera - Sonu Nigam
0.533,0.436,-7.521,0,0.0276,0.234,0.46,0.371,146.868,"Main Agar Kahoon - Sonu Nigam, Shreya Ghoshal"
0.636,0.577,-10.374,1,0.0312,0.35,0.124,0.82,121.053,Meri Duniya Hai - Sonu Nigam
0.763,0.796,-7.095,1,0.0545,0.0362,0.248,0.757,103.025,"Salaam-E-Ishq - Sonu Nigam, Shreya Ghoshal, Kunal Ganjawala, Sadhana Sargam, Shankar Mahadevan"
0.68,0.524,-12.536,1,0.0306,0.161,0.101,0.577,100.054,Ab Mujhe Raat Din - Sonu Nigam
0.449,0.391,-9.252,0,0.0295,0.773,0.12,0.227,115.159,Dard - Sonu Nigam
0.853,0.69,-6.438,1,0.0606,0.115,0.0404,0.933,113.997,"Ta Ra Rum Pum - Vishal-Shekhar, Shaan, Mahalakshmi Iyer, Javed Akhtar"
0.657,0.601,-8.668,0,0.0374,0.125,0.0885,0.89,75.004,"Hey Shona - Vishal-Shekhar, Shaan, Sunidhi Chauhan, Javed Akhtar"
0.836,0.915,-5.745,0,0.0445,0.201,0.0389,0.792,109.03,"Ab To Forever - Vishal-Shekhar, KK, Shreya Ghoshal, Vishal Dadlani, Javed Akhtar"
0.515,0.691,-4.028,0,0.0344,0.624,0.121,0.484,169.521,"Pachtaoge (From Jaani Ve) - Arijit Singh, B Praak"
0.695,0.727,-6.274,0,0.0323,0.0744,0.533,0.864,118.034,"Ghungroo (From War) - Vishal-Shekhar, Arijit Singh, Shilpa Rao, Kumaar"
0.494,0.832,-3.727,0,0.291,0.518,0.679,0.737,140.039,"Radhe Radhe - Meet Bros., Amit Gupta"
0.64,0.706,-3.848,1,0.094,0.192,0.522,0.62,176.011,"Gat Gat - Meet Bros., Jass Zaildar, Khushboo Grewal"
0.634,0.648,-6.781,0,0.0412,0.361,0.619,0.667,95.989,"Ik Mulaqaat - Meet Bros., Palak Muchhal, Altamash Faridi"
0.481,0.366,-6.737,0,0.0281,0.561,0.157,0.589,94.137,"Ik Mulaqaat Unplugged - Meet Bros., Ayushmann Khurrana"
0.746,0.937,-4.392,0,0.219,0.383,0.336,0.71,85.02,"Dhagala Lagali - Meet Bros., Mika Singh, Jyotica Tangri"
0.825,0.904,-5.414,0,0.0787,0.257,0.0715,0.528,129.036,"Jai Jai Shivshankar (From War) - Vishal Dadlani, Benny Dayal"
0.51,0.739,-5.228,1,0.0482,0.58,0.11,0.575,89.982,"Dil Hi Toh Hai (Reprise) - Pritam, Sreerama Chandra, Antara Mitra"
0.482,0.694,-5.368,1,0.042,0.452,0.11,0.573,90.196,"Dil Hi Toh Hai - Pritam, Arijit Singh, Antara Mitra, Nikhil D'Souza"
0.677,0.823,-4.997,1,0.0375,0.109,0.165,0.174,128.01,"Nadaaniyaan - Pritam, Arjun Kanungo, Lisa Mishra"
0.49,0.461,-7.282,1,0.0412,0.528,0.0826,0.279,116.853,"Zindagi - Pritam, Arijit Singh"
0.793,0.856,-4.926,0,0.0657,0.396,0.125,0.771,111.976,"Pink Gulaabi Sky - Pritam, Shashwat Singh, Jonita Gandhi"
0.411,0.277,-8.844,1,0.0305,0.903,0.209,0.345,143.768,"Dekha Hazaro Dafaa - Arijit Singh, Palak Muchhal"
0.696,0.704,-7.876,1,0.0423,0.167,0.155,0.426,124.972,"Makhna - Tanishk Bagchi, Yasser Desai, Asees Kaur"
0.804,0.913,-3.135,1,0.0933,0.0248,0.391,0.544,119.993,"Muqabla (From Street Dancer 3D) - Yash Narvekar, Parampara Tandon, Tanishk Bagchi"
0.543,0.587,-3.792,1,0.0267,0.713,0.0677,0.309,92.033,Mann Bharrya - B Praak
0.591,0.816,-5.86,1,0.0361,0.536,0.401,0.714,119.996,"Is This Love (From Kismat Konnection) - Mohit Chauhan, Pritam, Shreya Ghoshal"
0.584,0.698,-6.61,0,0.0376,0.447,0.0699,0.436,79.993,Jee Le Zaraa - Vishal Dadlani
0.718,0.664,-7.466,1,0.0499,0.0618,0.0932,0.875,148.031,Dekha Hai Aise Bhi - Lucky Ali
0.687,0.919,-3.28,1,0.0635,0.0939,0.105,0.877,145.037,"Sauda Khara Khara - Diljit Dosanjh, Sukhbir, Dhvani Bhanushali, Dj Chetas, Lijo George"
0.275,0.411,-3.817,1,0.0285,0.637,0.129,0.259,80.202,"Maana Dil - B Praak, Rashmi Virag"
0.685,0.736,-5.656,1,0.0521,0.0997,0.101,0.893,117.979,"Haan Main Galat (From Love Aaj Kal) - Pritam, Arijit Singh, Shashwat Singh"
0.487,0.456,-7.144,1,0.0319,0.789,0.141,0.348,136.088,"Shayad (From Love Aaj Kal) - Pritam, Arijit Singh"
0.786,0.797,-4.063,1,0.0414,0.233,0.0861,0.453,95.014,"Lagdi Lahore Di (From Street Dancer 3D) - Guru Randhawa, Tulsi Kumar, Sachin-Jigar, Vee"
0.805,0.919,-1.294,1,0.0938,0.101,0.0598,0.494,94.993,"Illegal Weapon 2.0 (From Street Dancer 3D) - Jasmine Sandlas, Garry Sandhu, Tanishk Bagchi, Intense"
0.791,0.348,-9.457,1,0.0434,0.594,0.097,0.49,131.972,"Dil Na Jaaneya - Rochak Kohli, Lauv, AKASA"
0.708,0.263,-9.366,1,0.0311,0.715,0.18,0.673,122.829,"Dil Na Jaaneya (Unplugged) - Arijit Singh, Rochak Kohli"
0.549,0.634,-8.827,1,0.0342,0.861,0.0953,0.36,107.946,"Mehrama (From Love Aaj Kal) - Pritam, Darshan Raval, Antara Mitra"
0.384,0.728,-6.503,0,0.0623,0.329,0.329,0.311,156.396,Malang (Title Track) [From Malang - Unleash The Madness] - Ved Sharma
0.834,0.688,-7.494,1,0.0653,0.175,0.174,0.876,117.949,"Kudi Nu Nachne De (From Angrezi Medium) - Vishal Dadlani, Sachin-Jigar"
0.708,0.626,-5.008,1,0.0529,0.605,0.115,0.569,90.004,La La La (Reprise) - Arjun Kanungo
0.595,0.586,-8.061,1,0.0328,0.154,0.125,0.35,124.953,"O Heeriye - Ayushmann Khurrana, Rochak Kohli"
0.613,0.696,-9.486,0,0.0504,0.136,0.053,0.874,122.056,"Chura Ke Dil Mera - Kumar Sanu, Alka Yagnik"
0.786,0.667,-8.272,1,0.054,0.0112,0.074,0.688,102.046,Liggi - Ritviz
0.628,0.555,-12.152,0,0.176,0.0566,0.16,0.518,194.815,Thandi Hawa - Ritviz
0.334,0.387,-9.483,1,0.0332,0.755,0.113,0.42,129.959,"Abhi Mujh Mein Kahin - Ajay-Atul, Sonu Nigam"
0.595,0.44,-9.075,0,0.0308,0.744,0.167,0.367,99.93,"Tune Mujhe Pehchana Nahin - Jatin-Lalit, Shaan"
0.566,0.862,-6.02,0,0.105,0.0246,0.103,0.455,147.974,"Baaki Baatein Peene Baad (Shots) (feat. Badshah) - Arjun Kanungo, Badshah"
0.718,0.382,-8.237,1,0.0466,0.585,0.128,0.499,87.029,"Tu Hi Yaar Mera (From Pati Patni Aur Woh) - Rochak Kohli, Arijit Singh, Neha Kakkar"
0.599,0.689,-5.668,0,0.0452,0.618,0.119,0.537,86.927,Dil De Diya Hai - Anand Raj Anand
0.66,0.675,-7.764,1,0.0366,0.545,0.145,0.632,81.498,"Woh Din (Film Version) - Pritam, TUSHAR JOSHI"
0.534,0.481,-9.016,0,0.0412,0.697,0.142,0.293,124.914,"Khairiyat - Pritam, Arijit Singh"
0.562,0.368,-9.198,1,0.027,0.973,0.105,0.25,107.914,"Kal Ki Hi Baat Hai - Pritam, KK"
0.706,0.674,-5.932,1,0.044,0.3,0.202,0.359,83.001,Sakhiyaan - Maninder Buttar
0.644,0.818,-5.924,0,0.0549,0.431,0.0806,0.789,118.477,Kya Mujhe Pyar Hai - KK
0.572,0.994,-2.685,1,0.0563,0.0812,0.276,0.5,132.024,Mukhtasar (From Teri Meri Kahaani) - Wajid
0.521,0.892,-3.889,1,0.0674,0.00536,0.227,0.316,134.993,"Mukhtasar Remix (From Teri Meri Kahaani) - Wajid, DJ Suketu"
0.693,0.693,-8.153,0,0.0388,0.628,0.178,0.592,117.012,Bhage Re Mann - Sunidhi Chauhan
0.511,0.767,-5.699,1,0.0524,0.651,0.153,0.463,79.923,"Mere Bina - Pritam, Nikhil D'Souza"
0.611,0.914,-3.519,1,0.188,0.145,0.0873,0.74,129.036,"Tu Hi Toh Hai - Pritam, Benny Dayal"
0.604,0.665,-4.244,1,0.049,0.607,0.0832,0.702,93.963,"Shaayraana - Pritam, Arijit Singh"
0.54,0.774,-7.873,0,0.0444,0.0524,0.142,0.384,191.809,Mann Mera (From Table No. 21) - Gajendra Verma
0.539,0.547,-11.391,1,0.0345,0.842,0.0774,0.175,97.066,Heer Ranjha - Bhuvan Bam
0.605,0.655,-5.625,0,0.0364,0.484,0.152,0.597,124.974,"Khairiyat (Bonus Track) - Pritam, Arijit Singh"
0.758,0.377,-10.224,0,0.0511,0.544,0.0904,0.624,139.932,"Tere Naina - Shankar Mahadevan, Shreya Ghoshal"
0.434,0.378,-8.7,1,0.029,0.766,0.115,0.291,92.982,"Rozana - Shreya Ghoshal, Rochak Kohli"
0.607,0.468,-10.562,1,0.0407,0.367,0.0958,0.4,139.968,"Behti Hawa Sa Tha Woh - Shaan, Shantanu Moitra"
0.883,0.334,-10.651,0,0.0426,0.159,0.12,0.747,106.02,Dil Bechara - A.R. Rahman
0.365,0.402,-11.946,1,0.0493,0.774,0.0869,0.358,131.815,"Taare Ginn - A.R. Rahman, Mohit Chauhan, Shreya Ghoshal"
0.722,0.288,-10.767,1,0.0444,0.827,0.12,0.502,119.899,"Sham - Amit Trivedi, Nikhil D'Souza, Neuman Pinto"
0.676,0.544,-10.893,1,0.0568,0.566,0.341,0.533,88.969,"Khulke Jeene Ka - A.R. Rahman, Arijit Singh, Shashaa Tirupati"
0.236,0.14,-13.478,1,0.0343,0.916,0.087,0.123,76.805,"Main Tumhara - A.R. Rahman, Jonita Gandhi, Hriday Gattani"
0.75,0.685,-9.021,1,0.036,0.164,0.107,0.722,100.003,"Maskhari - A.R. Rahman, Sunidhi Chauhan, Hriday Gattani"
0.436,0.499,-12.909,0,0.0356,0.499,0.308,0.551,103.104,"Ae Mere Humsafar - Alka Yagnik, Udit Narayan"
0.792,0.635,-13.94,0,0.0863,0.349,0.324,0.648,122.004,"Aankhein Khuli - Jatin-Lalit, Lata Mangeshkar, Udit Narayan, Anand Bakshi"
0.548,0.506,-13.684,0,0.0495,0.492,0.189,0.641,85.628,"Humko Humise Chura Lo - Jatin-Lalit, Lata Mangeshkar, Udit Narayan, Anand Bakshi"
